,Unnamed: 0,Datetime,TweetID,Text,Username
45,45.0,2020-11-04 21:21:49+00:00,1324099558444421120,biasa nganime yang satu episotnya setenga jam doang pas ngedrama yang per episotnya sejam jadi pusing bgt gan tp gpp seengganya halu gua jadi real ga gepeng :),inqurior
46,46.0,2020-11-04 19:51:37+00:00,1324076857902333952,dih anjir jam tiga,inqurior
47,47.0,2020-10-31 11:22:27+00:00,1322499170951782402,"gimana cara dapetin muka dosen dekave yang closeup(?) di igenya pada gaadaan yang closeup anjg,, ayo napa dosen dosen aplot poto klosap buat tugas ini wee",inqurior
48,48.0,2020-10-30 11:43:14+00:00,1322142010300534784,moto lamaran pas hari pertama hed + nahan beraq dari juhur ampe sekarang kan maen bat rasanya yaallah..,inqurior
49,49.0,2020-10-29 21:59:18+00:00,1321934662097235968,dih gua uda siap tautau cabutnye abis jumatan bangsat,inqurior
50,50.0,2020-10-29 20:58:01+00:00,1321919240249647104,"nyesel bgtbgT ganyelesein baca komik yang di ci4yo asli,, sekarang ci4yo uda gaada...

seumur idup digantung berape cerita komik coba ;)))))) kalo di inget inget gatenang anjg idup w",inqurior
51,51.0,2020-10-29 09:29:30+00:00,1321745969906548743,"ikut kreazone ga ye,, ikut takut nyesel,., gaikut takut nyesel juga,,..,",inqurior
52,52.0,2020-10-29 09:25:33+00:00,1321744976590430209,mo janjalan,inqurior
53,53.0,2020-10-29 08:59:58+00:00,1321738536358350849,makin ngedalemin dunia gegambaran jadi makin gamo liat karya karya sendiri sama orang laen de sumpa kek enek bgt,inqurior
54,54.0,2020-10-24 15:14:20+00:00,1320020811613310977,prison life seru ga? gua mo dramaan ajela tai,inqurior
55,55.0,2020-10-24 14:57:25+00:00,1320016554394677248,tugas kelompok lebi cape daripada tugas individu asli soalnya orangnya adaan tapi otak ama tau dirinya ilang bangsat,inqurior
56,56.0,2020-10-24 14:36:41+00:00,1320011335787110401,hooo jadi ga ngerjain logo tu emang gegara lagi fokus nyari gandengan baru tah,inqurior
57,57.0,2020-10-24 09:35:01+00:00,1319935417681018882,tugas kelompok babi,inqurior
58,58.0,2020-10-23 11:20:42+00:00,1319599627344048130,harta tahta lulus matakuliah gambar bentuk,inqurior
59,59.0,2020-10-23 11:18:31+00:00,1319599076963278850,demiallah gainget banget kalo gua ikut ukm radio trs besok dedlen bikin script anjiiiinggg kaga paham guaaaa aaaaa,inqurior
60,60.0,2020-10-21 17:53:42+00:00,1318973753661870080,sedikit kecewa sama ending something in the rain 😔tapi okela gapapa yg penting balik,inqurior
61,61.0,2020-10-21 03:15:06+00:00,1318752643221606401,yahanjir inimah ujung ujungnya yang ngerjain gua sendiri bgst,inqurior
62,62.0,2020-10-20 16:21:33+00:00,1318588175141412864,bodoamat anjg nirmana gabakal keburu juga kalo dikejar,inqurior
63,63.0,2020-10-20 13:38:22+00:00,1318547107364655105,300 dollar berapa rebu?,inqurior
64,64.0,2020-10-20 13:35:04+00:00,1318546278154932226,"demiallah uda lupa banget sama gamtuk,,",inqurior
65,65.0,2020-10-20 04:23:05+00:00,1318407366358884353,yha bgsd asisnye ga di acc,inqurior
66,66.0,2020-10-18 18:34:37+00:00,1317896886460637184,maren pas w ikut nyelawat temen bokap w nemu kucing trs aing duduk sebelahan ama doi trs w tinggal solat (gosa kaget tbtb w solat pasti ude tau jawabanny ape) pas kelar ternyata doi nungguin gua depan pintu trs ngikutin gua ampe tempat duduk gemes banget asu,inqurior
67,67.0,2020-10-18 12:36:17+00:00,1317806707498647554,demiallah vagabond harus banget ada sisen duanya,inqurior
68,68.0,2020-10-15 12:12:13+00:00,1316713486949339136,grup kelas gajelas kntol,inqurior
69,69.0,2020-10-15 09:15:43+00:00,1316669070599569408,sebulan lebi w kulia tapi gatau nama temen kelompok sendiri..,inqurior
70,70.0,2020-10-15 06:55:11+00:00,1316633703615930368,"anjai gua dimasuk list artist sama jia,, padahal isi tw gua ngeluh tida berguna semua",inqurior
71,71.0,2020-10-14 13:51:28+00:00,1316376076893876226,astagfirullah kerjain makalah blooooggggggg,inqurior
72,72.0,2020-10-13 08:44:55+00:00,1315936543610003456,sedi bgt babi,inqurior
73,73.0,2020-10-13 02:55:40+00:00,1315848649587396608,"yaallah kenapa lomba kudu ada penjelasan konsep karya si...... tolongla gua kan didaftarin bukan gua yang mao :""",inqurior
74,74.0,2020-10-12 09:05:49+00:00,1315579414697005058,yaallah kenapa temen temen aing di barat sama tangerang semua yaallah kalo mereka maen gua gabut ditimur sendirian :'))))))) jau bangetsi asu,inqurior
75,75.0,2020-10-11 10:41:27+00:00,1315241092955037696,bisa ga ya ngelarin 17 jenis tipografi kurang dari tuju jam :'),inqurior
76,76.0,2020-10-10 16:43:11+00:00,1314969740821970944,yaallah hamba gasanggup ngerjain tugas seabrek abrek...,inqurior
77,77.0,2020-10-10 16:31:57+00:00,1314966911818498049,au ah anying mo jadi dendeng aja,inqurior
78,78.0,2020-10-10 15:05:15+00:00,1314945094282223619,bangsat,inqurior
79,79.0,2020-10-09 18:46:17+00:00,1314638329288163328,yaallah suram banget liat line keep gua,inqurior
80,80.0,2020-10-06 16:47:55+00:00,1313521378172170241,pen ngepush buat tugas tapitapitapitapi,inqurior
81,81.0,2020-10-05 10:07:40+00:00,1313058263496224768,sumpa gamau nugas nirmana anjg ah bangsat gasuka ribet bangetsi kntl mending gamtuk insyaallah (pake insyaallah takut tar kedepannya tau tau gamtuk makin susah kan mampus aja nyesel bilang paling mending gamtuk),inqurior
82,82.0,2020-10-04 04:34:24+00:00,1312612009360281600,semoga jam setenga dua bangun yaallah mo nyicil tugas tugas tugas tugas tugas tugas tugas tugas tugas bangsaaatt,inqurior
83,83.0,2020-10-04 03:50:15+00:00,1312600898288279552,perpusnas buka kaga ye,inqurior
84,84.0,2020-10-03 01:43:50+00:00,1312206693665660928,kammmiii derapkan langkah maaju,inqurior
85,85.0,2020-10-02 00:43:28+00:00,1311829115142459394,watsap gua kenapa gabisa diinstal bangsaaattt,inqurior
86,86.0,2020-10-01 15:40:27+00:00,1311692460096016386,yaallah ingin kembali ke kehidupan normal bulan mei juni juli :) yang isi media twiter gua skrinsutan anime semua :))))),inqurior
87,87.0,2020-10-01 12:55:36+00:00,1311650977527652354,karna saya admin gdrive yang selalu ngecekin tugas anak kelas apakah suda benar atau belum dan ternyaTa pas dibuka filenya satu satu waw kayanya gua doang deh yang ampas alias digitalnya pada mantep semua njhgggg :)),inqurior
88,88.0,2020-10-01 04:30:18+00:00,1311523813662711809,roasting berkedok review tugas,inqurior
89,89.0,2020-10-01 04:27:00+00:00,1311522983580585984,demiallah tiap kelas bitmap kek dimarahin tiap minggu asw,inqurior
90,90.0,2020-10-01 01:47:42+00:00,1311482891302436864,"kuliah dkv online bener bener gaenak, mau itu passion kek tetep aja jadinya mumet banget ngntd.",inqurior
91,91.0,2020-12-29 23:35:14+00:00,1344064463763193856,"Kalau pagi-pagi ada papa di rumah gak bisa gogoleran alias mager 😆. Papa rajin banget asli 😭

Btw selamat pagi ✨ selamat beraktifitas di hari rabu ya 🤗🌸
Semangat kalian, peluk satu-satu ah 🤗💪",Revan_Blue98
92,92.0,2020-12-29 21:02:39+00:00,1344026065119768576,"Fix, yang udah bangun jam segini, kalian adalah idamanku. Hihi 😁",Revan_Blue98
93,93.0,2020-12-29 16:25:57+00:00,1343956431796518912,"Sebelum tidur, maafkan mereka yang menyakitimu. Hidup teramat singkat untuk membenci dan dendam 😇

Selamat malam 🤗🌛🌟",Revan_Blue98
94,94.0,2020-12-29 15:03:29+00:00,1343935676534771716,"Omongan mantan yang agak menusuk ke hati?

""Van, kamu bisa gak di depan orang tua aku ngomongnya jangan pakai kata 'aku kamu', karena agar kelihatan cowoknya 😑

Maksudnya apaan 😑 emang kemayu ya ngomong aku kamu hah?",Revan_Blue98
95,95.0,2020-12-29 14:04:40+00:00,1343920877797167104,"Pacaran gak melulu soal keuwuan ko. Tapi tentang seberapa saling memahami perbedaan karakteristik dan isi kepala antara dua orang dan beradaptasi untuk segera menyelaraskannya.

R",Revan_Blue98
96,96.0,2020-12-29 13:26:32+00:00,1343911281401552897,"Self reminder:

Untuk diri aku, sebejat apapun kamu, seberantakan apapun hidup kamu, seberat apapun ujian hidupmu, semoga kamu tetap menunaikan sholat lima waktu dan tetap mengingat Allah ya..

Perbaikilah sholatmu, maka Allah akan memperbaiki hidupmu juga.",Revan_Blue98
97,97.0,2020-12-29 12:29:45+00:00,1343896990564769793,Yuk sholat isya dulu 🤗,Revan_Blue98
98,98.0,2020-12-29 11:45:14+00:00,1343885788690276352,"Aku jutek gak sih ke mutual?
Atau malah SKSD 😔",Revan_Blue98
99,99.0,2020-12-29 11:03:52+00:00,1343875376942960642,"Lihat foto cowok sixpack lewat TL auto megang perut yang buncit 😆

Dasar aku...",Revan_Blue98
100,100.0,2020-12-29 09:48:02+00:00,1343856292700454912,"Akankah ketemu mutual di CBD Summarecon? Hihi 😁

Aku pakai kaos warna biru, celana training hitam. Kalau lihat, sapa aja ya 🤗",Revan_Blue98
101,101.0,2020-12-29 09:17:00+00:00,1343848483162189824,Sepertinya kepergianku hanya pernah ditangisi murid deh karena resign mengajar 🙂,Revan_Blue98
102,102.0,2020-12-29 09:08:35+00:00,1343846366229884928,"Boro-boro mau ninggalin, seringnya aja ditinggalin terus, apalagi tanpa kabar 🙂",Revan_Blue98
103,103.0,2020-12-29 08:12:34+00:00,1343832269790740483,"Ada yang mau curhat atau chat ya pasti aku respon, tidak ada ya sudah
Ada yang peduli dan menerima apa adanya sepenuh hati ya bersyukur, tidak ada ya it's ok
Ada yang suka ya hamdalah, tidak ada ya no problem

Thanks for everyone who comes in my life 🤗💙",Revan_Blue98
104,104.0,2020-12-29 06:25:39+00:00,1343805362445553664,"Luka yang ku rindu jatuh kepada...

Drop inisial namanya!",Revan_Blue98
105,105.0,2020-12-29 04:28:22+00:00,1343775844141916161,"Tuhan, aku tidak ingin rasa sayang, tulus, peduli, serta sabarku jatuh kepada orang yang tidak tepat.

R",Revan_Blue98
106,106.0,2020-12-29 04:20:33+00:00,1343773879630659585,"🌸Day 364 of 366🌸

""Orang yang tidak pernah mau serius menjalin hubungan denganmu dan tidak pernah menghargai adanya kamu di hidupnya, memang patut untuk dilepaskan, karena tidak layak untuk diperjuangkan olehmu"" 

Bekasi, 29 Desember 2020
R",Revan_Blue98
107,107.0,2020-12-29 02:34:48+00:00,1343747266893340672,"Saranku, kalau sebelum memutuskan untuk ketemuan dengan orang baru, alangkah baiknya jangan tukeran foto saja, melainkan video call walaupun sudah sering chat, agar meminimalisir terjadinya ghosting. Karena dighosting itu menyakitkan, sumpah tak bohong 😭",Revan_Blue98
108,108.0,2020-12-25 16:02:21+00:00,1342500939287040000,"Kangen abang yang perhatian, just it!",Revan_Blue98
109,109.0,2020-12-25 15:04:48+00:00,1342486459991748615,"Kamu termasuk golongan yang mana?

Maklum gabut 🙏",Revan_Blue98
110,110.0,2020-12-25 14:41:44+00:00,1342480652516519936,"Lalu untuk apa surat yang kau tulis dengan niat menggunakan hati dan pikiran, yang akhirnya membuatku luluh. Namun setelah ku memahami segala isinya dan terdapat janji manis di dalamnya, kamu meminta untuk melupakan isinya? Dimana hatimu?

R",Revan_Blue98
111,111.0,2020-12-25 14:32:15+00:00,1342478266465046529,"Bisa definisikan seperti apa sakitnya sudah diberi janji dan harapan, namun pada akhirnya kita tersadar bahwa kehadiran kita tak pernah diharapkan olehnya?

R",Revan_Blue98
112,112.0,2020-12-25 13:40:44+00:00,1342465301007327233,"Belakangan ini perasaan berubah tak menentu, meracau kacau. Cuma ingin dipeluk biar tenang tanpa perlu ditanya ini itu. Kalau sudah tenang perasaannya, pasti akan cerita 😔",Revan_Blue98
113,113.0,2020-12-25 12:51:46+00:00,1342452979199221760,"Secara materi, kamu unggul
Secara sabar, kamu kalah

R",Revan_Blue98
114,114.0,2020-12-25 12:41:50+00:00,1342450480509677568,"Apa semua orang dewasa itu menyebalkan?

Hmm, talaaaa",Revan_Blue98
115,115.0,2020-12-25 12:37:33+00:00,1342449400916959232,"Aku kalau dibalas chatnya lama:

Kamu ga sayang ya sama aku?

Wkwkwk 😂😂",Revan_Blue98
116,116.0,2020-12-25 10:18:26+00:00,1342414393498169344,"Semalam berantem, sekarang olahraga bareng

Ya, itu aku dan adik aku 🙂",Revan_Blue98
117,117.0,2020-12-25 09:35:38+00:00,1342403619086200832,"Ada yang di CBD Summarecon Bekasi? Kalau ketemu dengan cowok pakai kaus polos warna abu-abu, sapa aja ya 😊

Sini olahraga bareng 🚴🏇",Revan_Blue98
118,118.0,2020-12-25 06:40:37+00:00,1342359578445410304,Semua lagunya karya Mahen ku play semua. Mood berantakan sumpah 🔪,Revan_Blue98
119,119.0,2020-12-25 03:57:45+00:00,1342318589882163201,"Yuk siap-siapa untuk sholat jum'at untuk mutualku yang muslimin, dan mu'minin. Penampilan yang rapi dan ganteng ya 😁",Revan_Blue98
120,120.0,2020-12-25 03:49:18+00:00,1342316463948853249,"Merasa tertampar atas kejadian drama di twitter

Orang jelek dan miskin gak pantes pacaran 😔",Revan_Blue98
121,121.0,2020-12-25 03:43:13+00:00,1342314933187317761,"Coba sebutkan karakteristik pria usia 25+ dong, apalagi mengenai apa yang ia tidak sukai. Butuh ilmu nih 😊🙏",Revan_Blue98
122,122.0,2020-12-25 03:24:31+00:00,1342310226221957121,Makan ati 🔪,Revan_Blue98
123,123.0,2020-12-25 03:03:01+00:00,1342304814051422208,"Di tinder sering dikira top
Di twitter sering dikira top juga, kadang bot sih

Apakah aku vers? Wkwk

Aslinya side padahal 🙂",Revan_Blue98
124,124.0,2020-12-25 01:34:17+00:00,1342282483555954688,"Bekasi hawa pagi ini enak banget buat cuddle 👉👈

Jadi bm dipeluk erat yang lama 🙂",Revan_Blue98
125,125.0,2020-12-25 01:24:04+00:00,1342279911885557760,Sayang banget sama siapapun yang inisiatif nge-pap tanpa diminta. Luvvv 💙💙,Revan_Blue98
126,126.0,2020-12-25 00:10:41+00:00,1342261444365021184,"BM punya anak yang gingsul, matanya sipit, tinggi, dan ada lesung pipinya 😭",Revan_Blue98
127,127.0,2020-12-25 00:07:21+00:00,1342260606695399424,"Pagi-pagi:

Mandi ❎
Nyapu ❎
Tidur ❎

Insecure ✔
Bad mood ✔",Revan_Blue98
128,128.0,2020-12-24 23:47:18+00:00,1342255563233656832,"Good morning and happy friday 🤗🌸💕✨✨

Thanks God It's Friday 😇✨

Bagi yang merayakan natal, bahagia selalu. Bagi yang tidak, mari kita bertoleransi, menjaga kedamaian di hari yang indah ini 🤗

Perbedaan itu indah jika saling mengerti dan memahami 💕

R",Revan_Blue98
129,129.0,2020-12-24 16:40:29+00:00,1342148149494730752,"Orang mah taunya pasangan yang lewat timeline twitternya selalu menunjukkan momen uwu 😁

Gak tau aja dibalik itu semua seperti apa 😔 debat mulu, berantem mulu, dan sebagainya..

Sekian",Revan_Blue98
130,130.0,2020-12-24 16:31:31+00:00,1342145895022821376,"Siapapun yang sayang belum tentu mau bertahan

Tapi siapapun yang mau bertahan bahkan di kondisi terpurukmu, pasti mereka sayang kepadamu. So, pertahankan mereka selagi ada.

Sampai sini paham?

R",Revan_Blue98
131,131.0,2020-12-24 16:20:56+00:00,1342143230276595712,Followers aku turun 10 yayyy 😂😂,Revan_Blue98
132,132.0,2020-12-24 15:41:43+00:00,1342133359015649280,"Siapa yang pacaran tapi gak pernah vcs sekalipun?

Akuuu",Revan_Blue98
133,133.0,2020-12-24 14:56:41+00:00,1342122029852491777,"Jb jb via DM lebih asik sumpah. Lebih dapat feelnya 🤗👍

Makasih sudah ada yang percaya ke Evan. Evan Inshaaa Allah bisa jaga amanah 😇",Revan_Blue98
134,134.0,2020-12-24 14:36:54+00:00,1342117048583766016,"Mulai sekarang fokus ke orang-orang yang sayang sama Evan, masih serius mau berhubungan baik, entah sebagai kawan, saudara atau apapun 🤗

Bagi yang sudah menjauh, terima kasih pernah memberi harapan dan pernah singgah. Sehat-sehat ya 😊",Revan_Blue98
135,135.0,2020-12-24 14:24:06+00:00,1342113827861590017,"Tetaplah melaksanakan ibadah, walaupun:

1. Hidup berantakan karena banyak masalah
2. Pendosa atau ahli maksiat
3. Malas-malasan
4. Di cap buruk oleh banyak orang

Semakin kamu perbaiki ibadahmu, maka Allah juga akan memperbaiki hidupmu. Semangat 🤗💪

R",Revan_Blue98
136,136.0,2020-12-24 11:53:13+00:00,1342075856374571009,"Ada yang isi secreto, mau DM tapi malu, hehe 😁

Silahkan kalau mau kenal, DM selalu terbuka. Jangan lupa attitudenya ya 🤗 kamu sopan, aku pun demikian 👍

Terima kasih 😇",Revan_Blue98
137,137.0,2020-12-24 11:43:49+00:00,1342073491642716160,"Malam jum'at nih, jangan lupa ngajinya ya mutualku 💙💙",Revan_Blue98
138,138.0,2020-12-24 11:06:48+00:00,1342064177628602368,"Bangga sama diri sendiri. Meskipun semester 3 di matkul kimfis 1 dapat B, dan di semester 5 ini diminta jadi tutor, eh adik tingkat dapat nilainya A, more better then tutor 😂

Alhamdulillah, nilai B itu ga pengaruh ternyata, kalau ilmunya masih manfaat 💙",Revan_Blue98
139,139.0,2020-12-24 10:38:05+00:00,1342056950385631239,"Dulu mau pacaran sama yang lebih dewasa. And, kenyataannya riweuh 😂😂

Kalau gak bisa sabar, tau sendiri apa jadinya. Jadi yang lebih muda harus mengerti sikap mereka yang susah diatur. Istighfar teroooos 😂😂",Revan_Blue98
140,140.0,2020-12-24 06:31:00+00:00,1341994766838366208,"Punya pacar tapi terasa seperti tidak memiliki pacar, hampa. 🙂

Sabar",Revan_Blue98
141,141.0,2020-12-24 04:52:42+00:00,1341970032117436416,"Percayalah, skin and body care ku tidak ada yang seharga di atas 50k 😁

Paling mahal 30k. Maklum masih mahasiswa 😂😂",Revan_Blue98
142,142.0,2020-12-24 04:37:17+00:00,1341966151438331906,Beberes skin and body care dulu 💪😁,Revan_Blue98
143,143.0,2020-12-24 03:35:11+00:00,1341950523813982208,"Lebih parah mana, dihabiskan uangnya atau kesabarannya?

Serius nanya 🙂",Revan_Blue98
144,144.0,2020-12-24 03:14:36+00:00,1341945342044999682,"Jahatnya dunia alter versiku:

1. Sering terjadi spill
2. Sering ghosting kalau gak sesuai ekspetasi
3. Sering kasih harapan sampai orang lain baper, gak bilang sebelumnya kalau udah punya pasangan. Giliran udah baper, baru dikasih tau 🔪
4. Bikin down

R",Revan_Blue98
145,145.0,2020-12-24 00:57:18+00:00,1341910789033058304,"Sampai kapan pun, kalau memang tak ada tekad untuk berubah menjadi lebih baik, lama kelamaan orang di sekitarmu akan menjauh.

Perihal memberi nasihat dan saran kepada orang yang keras kepala ialah seperti menasihati tembok, hanya diam dan tak akan mengerti.",Revan_Blue98
146,146.0,2020-12-23 23:53:42+00:00,1341894785469018112,"Selamat pagi dan semangat beraktifitas 🤗💪 selamat berhari kamis untuk mutualku semua yang manis 🌸

Btw, kalian terbangun dari tidur karena apa?

Kalau aku karena perut mulas. Alarm terkadang kurang efektif 😂",Revan_Blue98
147,147.0,2020-12-23 15:32:56+00:00,1341768762710609920,"Tweet yang ku pinned biarlah terus seperti itu. Sampai Tuhan mengabulkannya, sesuai dengan apa yang sudah ku tulis di dalamnya 😇 aamiin.

Aku tak pernah melarang siapapun mendekat, namun jangan memberi harapan kemudian menghancurkan dan menghilang 🙂",Revan_Blue98
148,148.0,2020-12-23 14:07:15+00:00,1341747199584178178,"Mantan kamu orang Bekasi?

Wajarlah

Kan Bekasi singkatan dari Bekas Kekasih 😂😂",Revan_Blue98
149,149.0,2020-12-23 14:00:12+00:00,1341745426328813568,"Terbiasa makan menggunakan 3 jari, pas pakai 5 jari ko jadi aneh. Wkwk 😂😂",Revan_Blue98
150,150.0,2020-12-23 13:45:18+00:00,1341741675010433025,Masih kepikiran tumbler McD yang warna hitam dan biru 🙂,Revan_Blue98
151,151.0,2020-12-23 13:34:31+00:00,1341738960758816771,👈 Nih orangnya yang tipenya gak berani minta nomer WA duluan,Revan_Blue98
152,152.0,2020-12-23 13:12:03+00:00,1341733309278081024,"Dapat perhatian kecil aku juga sudah senang ko.

Misal:
Jangan lupa makan malam
Minum obatnya ya
Semangat nugasnya

Gitu..",Revan_Blue98
153,153.0,2020-12-23 11:43:20+00:00,1341710983010504704,"Mutual baru, maaf ya kalau sikapku sering SKSD. Memang seperti ini orangnya, mudah akrab. Apalagi kalau obrolan sudah asik 😁

Aslinya kalau di RL mah kalem 🙂",Revan_Blue98
154,154.0,2020-12-23 10:18:34+00:00,1341689651271094274,"Kalian risih atau senang diingatkan pacar untuk ibadah, misalnya sholat

Kalau aku sih senang. 😇",Revan_Blue98
155,155.0,2020-12-23 09:04:54+00:00,1341671108894883840,"Sering buka twitter dan scroll timeline bukan berarti update apa yang sedang ramai diperbincangkan

R",Revan_Blue98
156,156.0,2020-12-23 08:14:34+00:00,1341658443124371456,Bucin banget warna biru heran 😭,Revan_Blue98
157,157.0,2020-12-23 08:00:38+00:00,1341654939542593536,"Siapapun yang punya thread atau bisa rep langsung di tweet aku ini, tolong ya jelasin:

1. Biar bibir gak kering terus
2. Mengangkat komedo di dagu dan hidung
3. Tentang skin care and body care
4. Daily workout

Makasih 💙💙💙",Revan_Blue98
